"streetID","dateRated","dateLastOverlay","overall","crack","patch","width"
12577921,"4/14","2004",6,3,3,34
12577922,"4/15","2004",6,2,4,54
12577926,"4/15","1990",6,3,4,35
12577932,"4/15","1990",6,3,4,35
12577933,"4/14","1999",5,2,3,34
12577934,"4/14","2004",6,3,5,30
12577939,"4/14","2004",5,3,3,36
12577941,"4/14","2003",6,3,4,27
12577944,"4/14","1989",7,4,4,60
12577947,"4/15","1991",5,3,2,60
12577948,"4/14","1999",5,2,3,30
12577949,"4/15","1991",6,3,3,60
12577950,"4/15","1991",5,3,2,60
12577951,"4/15","1997",7,4,3,34
12577952,"4/14","2003",5,3,4,27
12577953,"4/14","2011",9,5,5,44
12577954,"10/13","2013",10,5,5,44
12577955,"4/14","1989",7,4,4,60
12577957,"4/14","1991",5,3,2,60
12577958,"4/14","1990",5,3,2,54
12577959,"4/14","2002",4,2,3,60
12577961,"4/14","1983",0,0,0,44
12577962,"4/15","2011",9,5,5,30
12577964,"4/15","2011",9,5,5,35
12577965,"4/15","1997",8,5,3,34
12577966,"4/15","2008",7,3,4,35
12577967,"4/15","2008",8,4,3,35
12577968,"4/15","2010",8,4,4,27
12577969,"4/15","1990",6,3,4,35
12577970,"4/15","2004",6,2,4,40
12577971,"4/15","2004",7,4,4,32
12577972,"4/14","2004",6,3,2,30
12577973,"4/14","",5,3,3,34
12577974,"4/14","2004",5,2,3,30
12577975,"4/15","2011",8,4,5,35
12577976,"4/14","",4,2,2,27
12577977,"4/14","2011",5,2,4,30
12577978,"4/14","2000",6,2,4,30
12577979,"4/14","2011",5,2,4,30
12577980,"4/14","2000",6,3,3,30
12577981,"4/14","2000",5,3,3,30
12577982,"4/14","2001",7,3,4,27
12577983,"4/14","",6,3,4,34
12577984,"4/15","2004",7,3,4,30
12577985,"5/15","",5,3,2,37
12577993,"4/14","1993",5,3,2,54
12577994,"4/14","2002",5,3,2,34
12578006,"4/14","1993",5,3,2,54
12578010,"6/15","2015",10,5,5,30
12578012,"4/14","",0,0,4,36
12578013,"5/15","2004",8,3,5,37
12578014,"4/14","2002",5,2,3,34
12578015,"4/14","2004",8,3,5,56
12578016,"5/15","2004",8,3,5,37
12578019,"4/14","1999",5,3,3,34
12578027,"4/15","",5,3,3,30
12578031,"4/14","1999",5,3,3,34
12578032,"4/14","",8,3,5,36
12578036,"4/14","2004",7,3,4,56
12578041,"4/14","",4,2,3,36
12578042,"4/14","",4,2,3,36
12578043,"4/14","",2,1,2,32
12578047,"4/14","1999",5,3,3,34
12578048,"4/15","2004",7,3,4,24
12578049,"4/15","1996",3,2,2,38
12578051,"4/14","",2,1,2,32
12578052,"4/14","",2,1,2,32
12578056,"4/14","",2,1,2,32
12578058,"4/14","",3,2,2,32
12578059,"4/15","2004",6,3,3,34
12578060,"4/15","",3,3,1,30
12578062,"4/15","2004",6,3,3,40
12578063,"4/15","",3,3,1,30
12578064,"4/15","2002",5,3,2,30
12578065,"4/15","1996",5,3,2,26
12578066,"4/15","1992",6,4,2,27
12578067,"4/15","",4,2,3,24
12578068,"4/14","2001",8,4,5,30
12578069,"4/14","2001",7,4,4,27
12578070,"4/14","1992",6,3,4,34
12578071,"4/15","2004",6,4,2,40
12578072,"4/15","2004",6,3,4,40
12578073,"4/15","",6,3,4,27
12578074,"4/14","1992",8,3,5,40
12578075,"4/14","1993",5,4,2,40
12578076,"4/15","2004",7,4,3,24
12578077,"4/15","2004",4,2,2,27
12578078,"4/15","2002",5,3,2,30
12578079,"4/15","1988",4,3,2,26
12578080,"4/14","",3,2,3,32
12578081,"4/14","1992",8,4,5,40
12578082,"4/14","1992",7,3,5,40
12578088,"4/15","2004",6,3,2,27
12578090,"4/14","1992",8,3,5,40
12578091,"4/15","2004",7,3,4,40
12578094,"4/15","1988",4,3,2,26
12578096,"4/15","1988",4,3,2,26
12578097,"3/08","1993",NA,NA,NA,36
12578098,"4/14","",9,5,5,30
12578099,"4/13","1993",5,2,3,36
12578100,"4/14","1998",6,3,3,30
12578101,"4/14","1984",9,5,5,30
12578102,"4/14","1998",4,3,1,30
12578103,"4/13","1993",5,2,3,36
12578104,"5/15","2008",6,2,3,28
12578105,"4/14","2002",5,3,2,34
12578106,"4/14","1998",4,3,1,30
12578107,"5/15","1992",8,4,4,30
12578108,"4/14","2002",5,3,3,30
12578109,"5/15","2002",4,2,2,30
12578110,"5/15","1992",8,4,5,30
12578111,"5/15","2008",6,3,3,28
12578112,"4/14","2002",5,3,2,34
12578113,"5/15","2002",4,2,2,30
12578114,"4/14","",6,3,3,30
12578115,"4/14","1986",4,2,3,36
12578116,"4/14","1986",4,2,3,36
12578117,"5/15","1998",5,3,3,30
12578118,"4/14","2002",3,2,1,28
12578119,"4/14","",3,2,2,28
12578120,"4/14","2004",7,3,4,28
12578121,"5/15","1998",5,3,2,30
12578122,"5/15","",4,3,2,30
12578123,"4/14","1998",4,3,2,30
12578124,"5/15","",2,2,2,30
12578125,"4/14","2004",6,3,4,28
12578126,"4/14","2004",6,3,5,28
12578127,"4/14","",3,2,2,27
12578128,"5/15","1992",8,4,5,30
12578129,"4/14","2005",9,5,5,42
12578130,"5/15","1994",4,2,2,30
12578131,"4/14","",5,3,2,30
12578132,"5/15","2004",6,3,3,42
12578133,"4/14","1986",6,3,3,34
12578134,"4/14","1986",6,3,3,34
12578135,"4/14","2002",6,3,4,36
12578136,"4/14","1986",5,3,2,34
12578137,"4/14","1991",4,3,2,27
12578138,"4/14","",4,3,2,30
12578139,"4/14","",4,2,2,30
12578140,"4/14","2002",6,3,4,36
12578141,"4/14","",3,3,1,30
12578142,"5/15","1987",5,3,2,30
12578143,"4/14","1998",5,3,3,27
12578144,"5/15","1987",5,3,2,30
12578145,"4/14","1995",7,3,4,26
12578146,"4/14","1998",5,3,3,27
12578147,"5/15","2004",6,3,3,42
12578148,"5/15","2004",7,3,4,42
12578149,"4/14","2004",6,3,3,28
12578150,"5/15","1987",5,3,2,30
12578151,"4/14","",7,3,4,26
12578152,"5/15","2004",6,3,3,42
12578153,"4/14","2003",6,4,3,24
12578154,"4/14","1991",4,2,2,27
12578155,"5/15","1998",6,3,3,30
12578156,"5/15","1998",6,3,3,30
12578157,"5/15","2002",4,3,2,36
12578158,"4/14","",5,3,3,36
12578159,"5/15","1998",6,3,4,30
12578160,"4/14","2003",7,3,5,24
12578161,"5/15","2002",5,3,2,36
12578162,"4/14","",6,4,4,36
12578164,"4/14","2003",7,4,3,30
12578165,"6/15","2000",5,3,4,25
12578167,"6/15","1994",5,3,2,24
12578168,"5/14","",5,3,2,34
12578169,"6/15","2000",6,3,4,25
12578170,"6/15","2002",7,4,5,25
12578171,"6/15","1994",5,4,2,24
12578172,"6/15","1994",5,4,2,24
12578173,"6/15","1994",6,3,3,24
12578174,"6/15","1994",6,3,3,24
12578175,"6/15","2002",7,4,3,24
12578176,"9/14","2014",10,5,5,34
12578177,"6/15","2002",7,4,3,24
12578178,"9/14","2014",10,5,5,34
12578179,"5/14","",3,2,1,27
12578180,"6/15","2002",4,2,2,34
12578181,"6/15","1994",5,4,2,24
12578182,"6/15","2006",8,4,4,27
12578183,"5/14","2003",6,3,4,24
12578184,"6/15","2006",7,4,3,27
12578185,"5/14","2003",6,3,3,24
12578186,"5/14","",3,2,1,27
12578187,"6/15","2002",5,2,2,34
12578188,"4/14","2003",6,4,3,24
12578189,"6/15","1994",5,3,2,24
12578190,"4/14","2004",6,3,3,27
12578191,"5/15","2004",7,3,4,42
12578192,"5/14","2004",7,4,5,27
12578194,"6/15","2004",7,4,3,42
12578195,"6/15","2004",7,4,3,42
12578196,"","",NA,NA,NA,34
12578197,"6/15","",5,3,2,34
12578198,"4/14","2004",7,4,4,27
12578199,"5/15","2002",4,2,2,36
12578200,"4/14","",5,3,4,36
12578201,"4/14","",4,2,2,27
12578202,"5/15","2002",6,3,3,36
12578203,"6/15","2007",8,3,5,34
12578205,"4/14","2001",7,4,4,34
12578206,"5/14","2004",7,4,4,27
12578207,"6/15","2006",7,4,3,27
12578208,"6/15","2004",6,3,3,40
12578209,"6/15","2004",6,3,4,42
12578210,"6/15","",5,3,2,34
12578211,"6/15","2004",6,3,3,42
12578212,"6/15","2002",6,3,3,36
12578213,"6/15","2004",6,3,3,40
12578214,"6/15","1993",5,3,2,34
12578215,"6/15","2002",5,3,3,34
12578216,"6/15","2002",5,3,3,36
12578217,"6/15","2002",6,3,4,36
12578219,"5/14","",5,3,1,36
12578220,"5/14","",5,3,1,36
12578221,"6/15","",5,3,5,NA
12578222,"6/15","1992",6,3,3,36
12578224,"6/15","",5,3,5,NA
12578227,"4/14","",5,3,2,34
12578228,"4/14","1986",5,3,2,34
12578229,"4/14","2004",7,3,5,56
12578230,"4/14","2003",6,3,4,42
12578231,"4/14","1986",5,3,2,34
12578232,"4/14","1986",5,3,2,34
12578233,"4/14","",4,2,2,36
12578234,"4/14","",4,2,2,34
12578235,"4/14","",4,2,2,30
12578236,"4/14","2004",7,4,5,56
12578237,"4/14","2003",6,3,4,42
12578238,"4/14","",4,2,2,30
12578239,"4/14","",4,2,2,30
12578242,"4/14","1996",4,3,2,42
12578243,"4/15","2002",3,2,2,38
12578244,"4/14","1992",7,4,4,40
12578246,"4/14","1992",8,4,4,40
12578247,"4/14","1992",8,4,4,40
12578248,"4/14","1990",5,2,2,30
12578249,"4/15","2004",6,3,3,23
12578250,"5/15","",4,3,2,34
12578251,"5/15","1998",7,3,4,30
12578252,"4/14","2004",7,3,5,56
12578253,"4/15","",5,2,3,31
12578254,"4/14","",4,3,1,55
12578255,"4/14","2004",7,3,5,56
12578256,"5/15","1998",7,3,4,30
12578257,"5/15","",5,3,3,34
12578258,"4/14","2003",8,4,5,30
12578259,"4/14","2004",7,3,5,56
12578260,"4/15","",5,2,3,31
12578261,"4/14","2003",8,4,5,30
12578263,"4/14","",4,3,1,55
12578269,"4/15","2002",5,2,3,42
12578270,"4/15","2002",5,2,3,42
12578272,"4/14","1992",7,4,4,40
12578274,"4/15","1983",3,1,2,38
12578275,"4/14","2001",8,4,5,26
12578277,"4/15","1983",3,1,2,38
12578278,"4/14","1998",8,3,5,20
12578279,"4/14","1990",5,2,2,30
12578281,"4/14","1990",5,3,3,30
12578282,"4/14","1990",5,3,3,30
12578283,"4/15","",4,2,3,38
12578285,"4/15","2004",7,4,2,27
12578286,"4/15","1988",4,3,2,26
12578287,"4/14","1990",5,3,3,30
12578288,"4/14","",4,2,2,25
12578289,"4/14","1989",6,3,4,25
12578290,"4/14","2003",7,3,5,30
12578291,"4/14","1989",6,3,4,25
12578292,"9/14","2012",7,4,3,35
12578293,"4/15","",4,2,3,38
12578294,"4/15","1993",5,3,2,32
12578296,"4/14","",5,3,2,38
12578297,"9/14","2012",8,4,4,35
12578298,"4/14","",5,3,2,38
12578299,"4/15","1992",4,2,2,27
12578302,"9/14","2014",10,5,5,56
12578303,"9/14","2014",10,5,5,56
12578305,"4/14","2002",5,3,3,34
12578306,"4/14","2002",5,3,3,34
12578307,"4/14","",6,3,4,29
12578308,"4/15","2001",6,3,3,31
12578311,"9/14","2014",10,5,5,56
12578312,"9/14","2014",10,5,5,56
12578313,"4/15","2001",5,2,2,42
12578314,"4/15","2001",5,2,2,42
12578315,"11/13","2013",10,5,5,56
12578316,"11/13","2013",10,5,5,56
12578318,"11/13","2013",10,5,5,56
12578319,"11/13","2013",10,5,5,56
12578320,"4/14","2001",8,5,4,31
12578321,"4/14","2004",7,4,4,30
12578322,"4/14","2001",8,5,4,31
12578323,"4/15","2001",4,2,1,50
12578327,"4/15","2001",4,2,2,65
12578328,"4/15","2001",4,2,1,65
12578329,"4/14","2004",7,4,4,30
12578331,"4/14","1997",6,3,5,32
12578332,"4/14","2009",8,5,4,35
12578333,"4/15","2002",5,3,3,34
12578334,"4/15","2002",6,3,3,34
12578335,"4/14","2002",4,2,4,24
12578336,"4/14","1997",7,3,2,27
12578337,"4/14","",6,3,4,38
12578338,"4/14","",5,3,2,38
12578339,"4/14","",5,3,2,38
12578340,"4/14","2002",4,2,3,24
12578341,"4/14","",6,2,4,38
12578342,"4/14","1997",8,4,5,27
12578343,"4/14","2002",4,2,3,24
12578344,"4/14","2005",7,3,5,28
12578347,"4/15","2002",6,3,4,34
12578348,"4/15","2001",4,2,1,65
12578349,"4/14","2011",9,5,5,30
12578350,"4/14","2011",9,5,5,30
12578354,"9/14","2013",9,5,5,34
12578355,"4/14","",6,3,5,30
12578356,"4/14","",6,3,4,38
12578357,"4/14","2011",9,5,5,30
12578358,"4/14","2005",8,4,5,28
12578359,"4/14","2011",9,5,5,30
12578360,"4/15","2004",5,3,4,38
12578361,"4/14","2005",7,3,5,30
12578362,"4/14","2005",7,3,5,30
12578363,"4/15","2003",7,3,3,27
12578364,"4/14","2005",8,3,5,30
12578365,"3/15","",5,2,4,40
12578366,"5/14","2011",9,5,5,30
12578367,"5/14","",7,4,5,21
12578368,"3/15","",8,4,5,40
12578369,"3/15","1998",7,3,4,26
12578371,"3/15","1998",7,3,5,26
12578372,"5/14","",5,3,4,26
12578374,"5/14","",6,3,4,26
12578376,"11/13","2013",10,5,5,29
12578378,"3/15","1998",7,3,5,26
12578381,"11/13","2013",10,5,5,29
12578382,"5/14","",5,3,2,26
12578383,"5/14","1999",6,3,3,29
12578384,"5/14","2011",9,5,5,30
12578385,"3/15","2004",5,2,2,36
12578386,"3/15","2005",7,3,5,36
12578387,"3/15","2005",7,3,5,36
12578388,"5/14","2005",8,4,3,36
12578389,"10/13","2013",10,5,5,30
12578390,"5/14","",5,2,2,24
12578391,"6/15","2004",4,2,4,25
12578392,"10/13","2013",10,5,5,30
12578393,"5/14","",3,2,1,24
12578394,"6/15","2004",4,2,4,25
12578395,"5/14","",6,3,4,40
12578396,"5/14","2005",7,3,4,36
12578397,"5/14","",5,2,2,24
12578398,"5/14","2005",7,3,4,36
12578399,"5/14","1992",5,2,3,32
12578402,"5/14","2005",8,4,5,36
12578403,"3/15","1998",6,3,5,26
12578404,"5/14","2005",8,4,5,36
12578405,"5/14","2005",8,4,4,36
12578408,"5/14","2005",8,4,4,36
12578409,"5/14","1999",6,3,4,29
12578410,"5/14","1992",6,3,2,25
12578411,"6/15","",7,3,5,40
12578412,"6/15","",6,3,3,26
12578413,"5/14","1992",6,3,2,25
12578414,"5/14","",6,3,4,32
12578415,"6/15","",6,3,3,26
12578416,"5/14","",7,3,4,40
12578417,"5/14","",6,3,4,32
12578418,"1.02","1997",8,4,5,27
12578420,"5/14","",4,3,2,29
12578421,"5/14","1997",6,3,4,27
12578422,"5/14","",7,3,4,40
12578423,"5/14","",6,3,4,32
12578424,"5/14","",6,3,4,32
12578425,"5/14","1999",4,2,3,40
12578447,"5/14","1997",6,3,4,29
12578448,"5/14","2000",5,3,5,26
12578451,"5/14","1988",6,3,3,27
12578453,"5/14","2000",7,3,4,31
12578454,"5/14","1997",5,3,4,29
12578455,"5/14","2000",7,3,4,31
12578456,"6/15","2004",6,2,4,28
12578457,"6/15","2001",6,3,3,28
12578458,"5/14","1988",7,4,4,27
12578475,"5/14","",7,3,5,27
12578476,"6/15","2007",6,3,3,30
12578477,"6/15","2004",4,2,3,25
12578478,"5/14","2005",8,4,4,36
12578479,"5/14","",5,3,4,27
12578480,"5/14","2005",7,3,4,36
12578481,"5/14","",6,3,4,29
12578482,"6/15","2007",7,3,4,30
12578483,"5/14","2011",8,4,5,42
12578484,"6/15","2004",3,2,4,25
12578485,"5/14","",5,2,4,29
12578486,"5/14","",5,3,4,29
12578487,"5/14","",5,3,4,29
12578488,"5/14","",4,2,3,27
12578489,"6/15","2004",4,3,2,27
12578490,"6/15","2004",4,3,2,27
12578491,"5/14","2005",6,4,3,28
12578492,"5/14","",7,3,4,30
12578493,"5/14","",6,2,4,30
12578494,"5/14","1992",5,2,4,29
12578495,"5/14","1999",4,2,3,40
12578496,"5/14","",5,2,4,30
12578497,"6/15","2004",4,3,2,27
12578498,"5/14","2005",7,4,3,28
12578499,"5/14","1999",5,2,4,40
12578500,"3/15","2004",7,3,5,19
12578501,"5/14","2001",5,2,3,27
12578502,"5/15","2002",6,4,2,NA
12578503,"5/14","",4,3,1,18
12578504,"5/14","2011",8,4,5,42
12578505,"5/14","",7,3,4,27
12578506,"5/15","2002",6,4,2,NA
12578507,"5/14","2011",8,4,5,42
12578508,"5/14","2011",8,4,5,42
12578509,"5/14","2002",3,2,3,27
12578510,"6/15","2004",5,3,3,27
12578511,"5/14","2001",6,2,3,27
12578512,"5/14","2001",6,2,3,27
12578515,"5/14","2011",9,5,5,34
12578517,"6/15","2010",8,4,4,25
12578518,"5/14","2002",3,2,3,27
12578519,"5/14","2001",5,3,2,27
12578520,"5/14","2002",3,2,2,27
12578521,"6/15","2004",5,3,2,27
12578522,"5/14","2011",8,4,5,42
12578523,"5/14","2011",8,4,5,36
12578524,"5/14","2011",8,4,5,36
12578525,"5/14","",6,3,3,NA
12578526,"6/15","2004",7,4,5,29
12578527,"5/14","",6,3,3,27
12578528,"5/14","",6,3,3,NA
12578529,"5/14","1997",6,3,4,29
12578530,"5/14","",4,2,4,30
12578531,"5/14","",5,2,4,24
12578532,"5/14","",2,1,3,32
12578533,"6/15","2000",3,1,3,32
12578534,"5/14","2003",7,3,4,NA
12578535,"5/14","1992",6,3,4,28
12578536,"5/14","1999",5,2,4,40
12578537,"5/14","2011",8,4,5,36
12578538,"5/14","2004",5,2,4,40
12578539,"5/14","",7,3,4,34
12578540,"5/14","2003",7,3,4,NA
12578541,"5/14","",8,4,5,28
12578542,"5/14","1992",5,2,4,28
12578543,"5/14","1992",6,3,3,29
12578544,"6/15","2000",5,3,4,29
12578545,"5/14","2003",8,4,5,NA
12578546,"5/14","2003",8,4,5,NA
12578547,"6/15","",5,3,3,32
12578548,"6/15","1992",8,4,5,29
12578549,"5/14","1992",5,3,4,32
12578550,"5/14","2003",7,3,5,34
12578551,"5/14","1992",5,3,4,28
12578552,"5/14","2011",8,4,5,36
12578553,"5/14","2004",5,2,4,40
12578554,"5/14","2004",4,2,2,40
12578555,"5/14","1999",4,2,2,27
12578556,"6/15","",5,2,3,28
12578557,"5/14","2008",6,3,4,28
12578558,"6/15","1992",7,3,4,29
12578559,"5/14","2004",4,2,2,40
12578561,"6/15","",5,3,3,28
12578562,"6/15","1996",6,3,3,40
12578563,"6/15","2002",6,3,3,28
12578564,"6/15","1996",6,3,3,40
12578565,"6/15","2004",5,2,2,31
12578566,"5/14","1992",5,3,4,32
12578567,"6/15","2000",5,2,3,36
12578568,"6/15","2000",6,3,3,36
12578569,"5/14","",3,2,2,27
12578570,"6/15","2000",5,2,3,36
12578571,"6/15","2000",6,3,3,36
12578572,"6/15","1996",6,4,3,40
12578573,"5/14","1996",5,2,3,34
12578574,"5/14","1999",4,2,4,27
12578641,"5/14","2003",7,3,4,NA
12578642,"6/15","2004",6,2,4,33
12578643,"5/14","2003",7,3,4,34
12578644,"6/15","2001",6,3,4,31
12578645,"6/15","2004",7,3,4,34
12578646,"6/15","",6,2,4,20
12578647,"5/14","1997",6,3,4,29
12578648,"5/14","1997",7,4,5,29
12578652,"5/14","1996",5,2,3,34
12578653,"5/14","1996",5,2,3,34
12578654,"5/14","1996",2,1,3,27
12578655,"5/14","2003",7,3,4,34
12578656,"6/15","2008",4,2,4,27
12578657,"5/14","2001",6,3,4,25
12578658,"5/14","1996",2,1,3,27
12578659,"6/15","2008",4,2,4,27
12578660,"5/14","2003",6,3,3,34
12578661,"5/14","1997",4,2,4,29
12578662,"5/14","1997",6,3,4,27
12578663,"5/14","2003",7,3,4,34
12578664,"5/14","1997",7,3,4,30
12578666,"5/14","1997",7,3,4,30
12578668,"5/14","1997",6,3,4,27
12578669,"5/14","1997",7,3,4,30
12578670,"5/14","1997",7,3,4,30
12578671,"5/14","1989",6,3,5,24
12578672,"5/14","1988",5,3,4,26
12578673,"5/14","2004",7,3,5,29
12578674,"5/14","1989",6,2,4,25
12578677,"5/14","1989",6,3,3,24
12578678,"5/14","",6,2,4,25
12578686,"5/14","2001",5,3,3,27
12578687,"5/14","2001",5,2,3,27
12578688,"5/14","2002",3,2,2,27
12578689,"5/14","2001",7,3,5,27
12578690,"6/15","2006",7,4,3,28
12578691,"5/14","2002",4,2,2,27
12578692,"6/15","2004",6,3,4,27
12578693,"5/14","",5,5,2,27
12578694,"5/14","2001",5,2,3,27
12578695,"5/14","1999",2,2,1,27
12578696,"6/15","1992",6,3,3,28
12578697,"5/14","",5,2,2,27
12578698,"6/15","2004",6,3,3,40
12578700,"6/15","2004",6,3,3,40
12578701,"6/15","2010",8,4,4,25
12578702,"6/15","2004",6,3,2,40
12578703,"6/15","2004",5,3,2,40
12578704,"9/14","2014",10,5,5,34
12578705,"6/15","2004",6,3,3,40
12578706,"6/15","2004",6,3,3,40
12578707,"5/14","2002",3,2,3,27
12578708,"6/15","1992",6,3,3,36
12578710,"5/14","2002",4,2,3,27
12578711,"9/12","2014",10,5,5,34
12578712,"6/15","1992",5,2,3,36
12578713,"5/14","2003",6,4,3,28
12578714,"5/14","",4,2,2,27
12578715,"6/15","",2,1,1,30
12578716,"6/15","2004",8,4,4,26
12578717,"5/14","",4,2,2,34
12578718,"5/14","",6,3,3,27
12578719,"9/14","2014",10,5,5,36
12578720,"5/14","2003",7,4,3,28
12578721,"9/14","2014",10,5,2,36
12578722,"9/14","2014",10,5,2,36
12578723,"9/14","2014",10,5,2,36
12578725,"6/15","2002",7,4,4,28
12578726,"6/15","2002",5,2,3,30
12578727,"6/15","2002",5,3,3,30
12578728,"6/15","2002",5,2,3,30
12578729,"6/15","2002",7,4,4,28
12578730,"5/14","2003",7,3,4,40
12578731,"5/14","2003",7,3,4,35
12578732,"6/15","2010",8,4,5,25
12578733,"5/14","1993",6,3,4,27
12578735,"5/14","2003",7,3,4,35
12578736,"6/15","1992",4,1,2,30
12578737,"5/14","1993",6,3,4,27
12578739,"5/14","1993",6,3,4,27
12578740,"5/14","1993",6,3,4,27
12578741,"6/15","1992",4,1,2,30
12578742,"5/14","1992",5,3,2,34
12578743,"6/15","2000",6,3,3,36
12578744,"5/14","2003",7,3,4,40
12578745,"6/15","1996",6,3,3,40
12578746,"5/14","2003",8,4,5,40
12578747,"5/14","",5,2,2,27
12578748,"5/14","1996",5,3,3,26
12578749,"5/14","1986",4,2,3,27
12578750,"5/14","2001",6,3,4,25
12578751,"6/15","2010",8,4,4,25
12578752,"6/15","1992",6,3,3,28
12578753,"5/14","1993",6,3,4,27
12578754,"6/15","2010",7,3,5,25
12578755,"6/15","1992",5,3,3,22
12578756,"6/15","2010",8,3,4,25
12578757,"6/15","1992",5,3,3,22
12578758,"5/14","1989",3,2,1,36
12578759,"6/15","1992",5,3,3,22
12578760,"5/14","1989",4,2,2,36
12578761,"6/15","1988",5,3,3,22
12578762,"6/15","2010",8,3,4,25
12578763,"6/15","2010",8,4,5,25
12578764,"6/15","2006",8,4,5,28
12578767,"5/14","1999",6,3,3,34
12578768,"5/14","1999",6,3,3,34
12578770,"6/15","2004",7,4,4,30
12578772,"5/14","1989",3,2,2,36
12578773,"6/15","1992",6,3,3,30
12578774,"6/15","2002",6,3,4,26
12578775,"6/15","2002",6,3,4,26
12578776,"5/14","1989",4,3,1,36
12578777,"6/15","2002",5,3,2,26
12578778,"6/15","2002",5,3,2,26
12578779,"6/15","2004",5,3,2,27
12578781,"11/13","2013",10,5,5,56
12578782,"11/13","2013",10,5,5,56
12578783,"11/13","2013",10,5,5,56
12578784,"4/15","1989",6,3,3,36
12578785,"4/14","1996",6,3,5,20
12578786,"4/15","1989",6,3,3,36
12578787,"5/14","",5,2,3,27
12578788,"5/14","",5,3,3,27
12578789,"6/15","1989",6,3,4,27
12578790,"6/15","1992",6,2,3,35
12578791,"6/15","2004",6,4,2,26
12578792,"6/15","1989",5,3,4,27
12578793,"6/15","2004",7,3,5,26
12578794,"6/15","1989",5,3,4,27
12578795,"11/13","2013",10,5,5,56
12578796,"11/13","2013",10,5,5,56
12578797,"6/15","2004",7,3,5,26
12578799,"4/14","1990",4,2,5,22
12578800,"4/15","1989",5,3,2,36
12578801,"4/14","1989",6,3,3,36
12578802,"9/14","2013",9,5,5,34
12578803,"4/15","2004",7,3,4,31
12578805,"4/14","",5,3,5,28
12578806,"4/14","",6,3,5,28
12578807,"9/14","2013",9,5,5,34
12578809,"9/14","2012",9,5,5,35
12578810,"4/15","2004",6,3,4,31
12578814,"9/14","2012",9,5,5,35
12578816,"4/14","2001",7,3,4,30
12578818,"4/15","2004",4,2,3,31
12578819,"9/14","2012",9,5,5,35
12578821,"9/14","2012",9,5,5,35
12578822,"5/14","1992",6,3,3,28
12578823,"5/14","1992",6,3,4,27
12578824,"6/15","2004",6,3,4,27
12578826,"6/15","1988",5,2,3,22
12578827,"11/13","2013",10,5,5,56
12578828,"11/13","2013",10,5,5,56
12578829,"6/15","1988",5,2,3,22
12578830,"6/15","1988",5,2,3,22
12578831,"11/13","2013",10,5,5,56
12578832,"5/14","2001",6,3,4,27
12578834,"6/15","2004",5,4,2,27
12578835,"6/15","2004",5,3,2,27
12578836,"6/15","2004",7,4,4,27
12578837,"6/15","2004",7,4,4,27
12578842,"9/14","2012",9,5,5,35
12578849,"4/15","1999",7,4,4,56
12578853,"4/14","1987",6,3,3,40
12578854,"6/15","1996",5,3,2,40
12578855,"6/15","1996",6,3,3,40
12578856,"5/14","",4,2,2,27
12578857,"5/14","2005",8,3,5,40
12578861,"5/14","2003",6,3,4,40
12578866,"5/14","2005",8,3,5,40
12578873,"6/15","2010",9,5,5,25
12578874,"5/14","1999",6,3,2,34
12578875,"5/14","1999",6,4,2,36
12578876,"6/15","1992",6,3,4,27
12578877,"5/14","1992",4,3,1,25
12578878,"6/15","",5,3,2,23
12578879,"6/15","2004",6,3,4,25
12578880,"6/15","1992",6,3,4,27
12578881,"6/16","1992",6,3,5,27
12578882,"6/15","2004",6,3,3,25
12578883,"5/14","1999",6,4,2,36
12578887,"6/15","",6,3,4,23
12578888,"5/14","",5,3,3,25
12578892,"6/15","2004",6,3,4,25
12578893,"5/14","1999",6,3,3,36
12578894,"5/14","1999",6,3,4,36
12578895,"5/14","1992",6,3,4,30
12578897,"6/15","",6,3,4,42
12578901,"6/15","",6,3,4,42
12578906,"5/14","1996",5,2,3,28
12578908,"5/14","2004",5,3,3,40
12578910,"5/14","2004",5,3,3,40
12578912,"5/14","2004",5,3,3,40
12578915,"5/14","",4,2,3,29
12578917,"5/14","2004",5,2,3,40
12578919,"5/14","1996",5,3,3,27
12578923,"5/14","",7,3,4,30
12578924,"5/14","2004",5,2,3,40
12578927,"6/15","1996",6,3,4,30
12578928,"5/14","1996",5,3,3,27
12578930,"6/15","1996",5,2,3,31
12578931,"6/15","1988",5,3,4,23
12578933,"5/14","",7,3,4,30
12578934,"6/15","2004",5,3,4,23
12578935,"6/15","2004",5,3,4,23
12578936,"6/15","2004",6,2,4,22
12578937,"5/14","1988",4,2,4,35
12578939,"5/14","",4,2,3,31
12578941,"5/14","",5,2,4,27
12578942,"5/14","",4,2,4,27
12578944,"6/15","",6,3,3,36
12578945,"6/15","1996",6,3,4,31
12578946,"5/14","1985",5,2,4,46
12578947,"6/15","2004",6,3,4,35
12578948,"6/15","",6,3,3,36
12578949,"5/14","",7,3,5,NA
12578950,"5/14","1996",7,3,5,29
12578951,"6/15","2004",6,2,4,22
12578952,"6/15","1998",6,3,4,36
12578953,"6/15","1999",5,2,3,36
12578955,"6/15","1996",6,3,4,27
12578956,"5/14","2004",8,3,5,27
12578957,"5/14","1992",5,3,4,27
12578959,"6/15","1996",6,3,4,27
12578961,"5/14","2004",7,3,4,27
12578962,"5/14","",6,3,3,27
12578965,"5/14","",7,4,4,27
12578966,"6/15","2004",8,3,5,30
